ID,Possession Status,Availability Starts From,Floor No,Commercial,Developer,Approved Authority Name,Units Available,Price,Price (English),Flooring Type,Electricity Status,Maintenance Type,Maintenance Charges,Booking Amount,Landmark,Covered Area,Project Name,sqft Price ,Carpet Area,Area Name,Property Uniqueness,Unit of Carpet Area,Society,Ownership Type,furnished Type,Bathroom,Parking,Facing,Amenities Facing,Transaction Type,Floor Data,Type of Property,City,bedroom,Data Referred From,floors,Water Status,Luxury Flat,Covered Area,Carpet Area Unit,isPrimeLocationProperty,Tenants Preference,Location,Property,covArea Unit,isLuxuryServiceProvided,Property Lifespan,balconies,Rera,Power Back Up,Lift,Rain Water Harvesting,Club House,Swimming Pool,Gymnasium,Park,Parking,Security,Water Storage,Private Terrace/Garden,Vaastu Compliant,Service/Goods Lift,Air Conditioned,Visitor Parking,Intercom Facility,Maintenance Staff,Waste Disposal,Laundry Service,Internet/Wi-Fi Connectivity,DTH Television Facility,RO Water System,Banquet Hall,Bar/Lounge,Cafeteria/Food Court,Conference Room,Piped Gas,Jogging and Strolling Track,Outdoor Tennis Courts,Mansion,Downtown,Skyline View,Wrap Around Balcony,Island Kitchen Layout,Full Glass Wall,House help accommodation,Concierge Services,Garden View,Marble flooring,Well Furnished,Modular Kitchen,Helipad,Private pool ,Private Jaccuzi,Mini Cinema Theatre,Golf Course,Infinity Swimming Pool,Pool with temperature control ,Sea facing,Skydeck,Earth quake resistant,Theme based Architectures,Health club with Steam / Jaccuzi,Large Clubhouse ,Large Open space,Fingerprint Access,Grand Entrance lobby,Private Garage,Fireplace,Wine Cellar,Sky Villa,Water Front,Hilltop,Smart Home,Barbeque space,Kids play area,Library,Puja Room,Study,Servant Room,Store,Aerobics Room,Canopy Walk,Coffee Lounge & Restaurants,Dance Studio,Event Space & Amphitheatre,Flower Gardens,Guest Accommodation,Indoor Squash & Badminton Courts,Kids Play Area,Kids Play Pool With Water Slides,Library And Business Centre,Meditation Area,Multipurpose Courts,Recreational Pool,Rentable CommuniPfty Space,Retail Boulevard (Retail Shops),Cycling & Jogging Track,Fire Fighting Equipment,Aesthetically designed landscape garden,Possession By,NRI Pref,Land Area / Covered Area,Land Area Unit,Pantry Type
12300,Dec '28,NA,NA,Y,Roswalt Realty,NA,NA,15800000,1.58 Cr,NA,No/Rare Powercut,NA,NA,NA,NA,NA,Roswalt Zaiden,NA,605,Jogeshwari West,NA,NA,N,NA,Unfurnished,3,NA,NA,NA,New Property,NA,Apartment,Mumbai,2,Builder,NA,Water Availability 24 Hours Available,F,NA,Sq-ft,Y,Bachelors/Family,"Jogeshwari West, Mumbai",2 BHK Flat,NA,0,NA,NA,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dec '28,NA,NA,NA,NA
12299,Nov '25,NA,NA,Y,Lashkaria Housing and Infrastructure Pvt Ltd,NA,NA,9420000,94.2 Lac,NA,No/Rare Powercut,NA,NA,NA,NA,NA,Lashkaria Pearl,NA,351,Jogeshwari West,NA,NA,N,NA,Unfurnished,1,NA,NA,NA,New Property,NA,Apartment,Mumbai,1,Builder,NA,Water Availability 24 Hours Available,F,NA,Sq-ft,Y,Bachelors/Family,"Jogeshwari West, Mumbai",1 BHK Flat,NA,0,NA,NA,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nov '25,NA,NA,NA,NA
12298,Dec '28,NA,NA,Y,Roswalt Realty,NA,NA,10300000,1.03 Cr,NA,No/Rare Powercut,NA,NA,NA,NA,NA,Roswalt Zaiden,NA,401,Jogeshwari West,NA,NA,N,NA,Unfurnished,2,NA,NA,NA,New Property,NA,Apartment,Mumbai,1,Builder,NA,Water Availability 24 Hours Available,F,NA,Sq-ft,Y,Bachelors/Family,"Jogeshwari West, Mumbai",1 BHK Flat,NA,0,NA,NA,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dec '28,NA,NA,NA,NA
12297,Under Construction,Dec '25,29,N,Paradigm Realty,ABADev,4,8000000,80 Lac,Vitrified,No/Rare Powercut,Per sq. Unit Monthly,5,100000,"Off, Swami Vivekananda Rd, Oshiwara, Mumbai, Maharashtra 400102",610,Paradigm Antalya,13114,378,Oshiwara,NA,Sq-ft,Y,Freehold,Unfurnished,1,"1 Covered, 1 Open",East,"Garden/Park, Pool, Main Road",New Property,29 of 38 Floor,Apartment,Mumbai,1,Agent,38,Water Availability 24 Hours Available,F,610,Sq-ft,Y,Bachelors/Family,"Oshiwara, Mumbai",1 BHK Flat,Sq-ft,0,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,Y,NA,NA,NA
12296,Under Construction,Nov '26,24,N,Roswalt Realty,MCGM,2,19500000,1.95 Cr,"Ceramic Tiles,Marble",No/Rare Powercut,Monthly,4500,200000,Near By Jogeshwari Station,809,Roswalt Zaiden,24103,675,Jogeshwari West,East Facing Property,Sq-ft,Y,Freehold,Unfurnished,2,1 Covered,East,"Garden/Park, Pool, Main Road",New Property,24 of 33 Floor,Apartment,Mumbai,2,Agent,33,Water Availability 24 Hours Available,F,809,Sq-ft,Y,Bachelors/Family,"Jogeshwari West, Mumbai",2 BHK Flat,Sq-ft,0,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
12295,Ready to Move,NA,2,N,NA,MCGM,0,11000000,1.10 Cr,"Ceramic Tiles,Vitrified",No/Rare Powercut,Per sq. Unit Monthly,5,100000,"opp malkani tower, near delhi darbar hotel",615,NA,17886,435,Bandivali,East Facing Property,Sq-ft,Y,Freehold,Semi-Furnished,1,1 Covered,East,"Garden/Park, Main Road",Resale,2 of 7 Floor,Apartment,Mumbai,1,Agent,7,Water Availability 24 Hours Available,F,615,Sq-ft,Y,Bachelors/Family,"Bandivali, Mumbai",1 BHK Flat,Sq-ft,0,10 to 15 years,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,Y,NA,NA,NA
12294,Ready to Move,NA,4,N,Lodha,MCGM,0,22500000,2.25 Cr,Ceramic Tiles,No/Rare Powercut,Monthly,7000,200000,near Amboli police station,820,Lodha Bel Air,27439,720,Jogeshwari West,NA,Sq-ft,Y,Freehold,Unfurnished,2,1 Open,North - East,"Garden/Park, Pool",Resale,4 of 21 Floor,Apartment,Mumbai,2,Agent,21,Water Availability 24 Hours Available,F,820,Sq-ft,Y,Bachelors/Family,"Jogeshwari West, Mumbai",2 BHK Flat,Sq-ft,0,New Construction,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
12293,Ready to Move,NA,4,N,Serenity Groups,MCGM,0,20000000,2 Cr,Vitrified,No/Rare Powercut,Monthly,5000,500000,opp heer panna mall oshiwara sndheri west,985,Serenity Apartment,20304,700,Oshiwara,East Facing Property,Sq-ft,Y,Freehold,Unfurnished,2,1 Covered,East,Garden/Park,Resale,4 of 7 Floor,Apartment,Mumbai,2,Agent,7,Water Availability 24 Hours Available,F,985,Sq-ft,Y,Bachelors/Family,"Oshiwara, Mumbai",2 BHK Flat,Sq-ft,0,Above 20 years,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,Y,NA,NA,NA
12292,Ready to Move,NA,Lower Basement,N,NA,MCGM,NA,16700000,1.67 Cr,"Mosaic,Marble,Granite,Marbonite",No/Rare Powercut,Monthly,5000,500000,Near Ruby Hospital Jogeshwari West,1043,Chandiwala Pearl Platinum,16011,652,Jogeshwari West,Near Ruby Hospital Jogeshwari West,Sq-ft,Y,Freehold,Unfurnished,2,1 Covered,West,"Main Road, Garden/Park",New Property,Lower Basement of 21 Floor,Apartment,Mumbai,2,Agent,21,Water Availability 24 Hours Available,F,1043,Sq-ft,Y,Bachelors/Family,"Jogeshwari West, Mumbai",2 BHK Flat,Sq-ft,0,New Construction,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
12291,Under Construction,Dec '26,8,N,Roswalt Realty,MCGM,35,22000000,2.20 Cr,"Ceramic Tiles,Vitrified",No/Rare Powercut,Per sq. Unit Monthly,7,200000,S V road,809,Roswalt Zaiden,27194,809,Jogeshwari West,NA,Sq-ft,N,Freehold,Unfurnished,3,1 Covered,North - East,"Garden/Park, Main Road",New Property,8 of 33 Floor,Apartment,Mumbai,3,Agent,33,Water Availability 24 Hours Available,F,809,Sq-ft,Y,Bachelors/Family,"Jogeshwari West, Mumbai",3 BHK Flat,Sq-ft,0,NA,NA,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
12290,Under Construction,Dec '23,23,N,Paradigm Realty,MCGM,NA,10900000,1.09 Cr,Marble,NA,Monthly,NA,500000,Oshiwara,650,Paradigm Antalya,16769,515,Oshiwara,NA,Sq-ft,Y,Freehold,Unfurnished,2,NA,West,Garden/Park,New Property,23 of 38 Floor,Apartment,Mumbai,2,Agent,38,NA,F,650,Sq-ft,Y,Bachelors/Family,"Oshiwara, Mumbai",2 BHK Flat,Sq-ft,0,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
12289,Ready to Move,NA,4,N,Samarth Development Corporation,MCGM,0,28500000,2.85 Cr,Vitrified,No/Rare Powercut,Monthly,5600,500000,"The. Property is close to Metro Station , Schools , Colleges , Rsturnt",1150,Samartha Deep,24782,850,Oshiwara,NA,Sq-ft,Y,Co-operative Society,Semi-Furnished,2,1 Open,North,"Garden/Park, Pool, Main Road",Resale,4 of 18 Floor,Apartment,Mumbai,2,Agent,18,Water Availability 24 Hours Available,F,1150,Sq-ft,Y,Bachelors/Family,"Oshiwara, Mumbai",2 BHK Flat,Sq-ft,0,10 to 15 years,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,Y,NA,NA,NA
12288,Ready to Move,NA,8,Y,NA,MCGM,0,135000000,13.50 Cr,"Vitrified,Marble",No/Rare Powercut,Per sq. Unit Monthly,14,5100000,Next to Raheja Windermere,3300,NA,40909,2300,Oshiwara,NA,Sq-ft,Y,Freehold,Unfurnished,5,2 Open,North,"Garden/Park, Pool, Main Road",Resale,8 of 36 Floor,Apartment,Mumbai,4,Agent,36,Water Availability 24 Hours Available,F,3300,Sq-ft,Y,Bachelors/Family,"Oshiwara, Mumbai",4 BHK Flat,Sq-ft,0,Less than 5 years,6,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
12287,Ready to Move,NA,15,N,Windsor Realty,MHADA,5,120000000,12 Cr,"Granite,Marble,Marbonite",No/Rare Powercut,Monthly,30000,2500000,Located @ oshiwara::::prime location::::with all amenities.,4300,Windsor Grande Residences,27906,2800,Oshiwara,NA,Sq-ft,Y,Freehold,Furnished,5,3 Covered,South -West,Main Road,Resale,15 of 25 Floor,Apartment,Mumbai,4,Agent,25,Water Availability 24 Hours Available,F,4300,Sq-ft,Y,Bachelors/Family,"Oshiwara, Mumbai",4 BHK Flat,Sq-ft,0,5 to 10 years,3,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
12286,Under Construction,Dec '25,23,N,Paradigm Realty,ABADev,4,7800000,78 Lac,Vitrified,No/Rare Powercut,Per sq. Unit Monthly,5,100000,"Relief Road, Off, Swami Vivekananda Rd, Oshiwara, Mumbai, Maharashtra",610,Paradigm Antalya,12786,378,Oshiwara,NA,Sq-ft,Y,Freehold,Unfurnished,1,"1 Covered, 1 Open",East,"Garden/Park, Pool, Main Road",New Property,23 of 38 Floor,Apartment,Mumbai,1,Agent,38,Water Availability 24 Hours Available,F,610,Sq-ft,Y,Bachelors/Family,"Oshiwara, Mumbai",1 BHK Flat,Sq-ft,0,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,Y,NA,NA,NA
12285,Jun '26,Jun '26,NA,Y,Paradigm Realty,NA,NA,12300000,1.23 Cr,NA,No/Rare Powercut,NA,NA,NA,NA,NA,Paradigm Antalya,NA,534,Oshiwara,NA,NA,N,NA,Unfurnished,2,1 Open,NA,NA,New Property,NA,Apartment,Mumbai,2,Builder,NA,Water Availability 24 Hours Available,F,NA,Sq-ft,Y,Bachelors/Family,"Oshiwara, Mumbai",2 BHK Flat,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jun '26,NA,NA,NA,NA
12284,Jun '26,Jun '26,NA,Y,Paradigm Realty,NA,NA,7100000,71 Lac,NA,No/Rare Powercut,NA,NA,NA,NA,NA,Paradigm Antalya,NA,358,Oshiwara,NA,NA,N,NA,Unfurnished,1,1 Open,NA,NA,New Property,NA,Apartment,Mumbai,1,Builder,NA,Water Availability 24 Hours Available,F,NA,Sq-ft,Y,Bachelors/Family,"Oshiwara, Mumbai",1 BHK Flat,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jun '26,NA,NA,NA,NA
12283,Dec '28,NA,NA,Y,Roswalt Realty,NA,NA,15800000,1.58 Cr,NA,No/Rare Powercut,NA,NA,NA,NA,NA,Roswalt Zaiden,NA,605,Jogeshwari West,NA,NA,N,NA,Unfurnished,3,NA,NA,NA,New Property,NA,Apartment,Mumbai,2,Builder,NA,Water Availability 24 Hours Available,F,NA,Sq-ft,Y,Bachelors/Family,"Jogeshwari West, Mumbai",2 BHK Flat,NA,0,NA,NA,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dec '28,NA,NA,NA,NA
12282,Nov '25,NA,NA,Y,Lashkaria Housing and Infrastructure Pvt Ltd,NA,NA,9420000,94.2 Lac,NA,No/Rare Powercut,NA,NA,NA,NA,NA,Lashkaria Pearl,NA,351,Jogeshwari West,NA,NA,N,NA,Unfurnished,1,NA,NA,NA,New Property,NA,Apartment,Mumbai,1,Builder,NA,Water Availability 24 Hours Available,F,NA,Sq-ft,Y,Bachelors/Family,"Jogeshwari West, Mumbai",1 BHK Flat,NA,0,NA,NA,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nov '25,NA,NA,NA,NA
12281,Dec '28,NA,NA,Y,Roswalt Realty,NA,NA,10300000,1.03 Cr,NA,No/Rare Powercut,NA,NA,NA,NA,NA,Roswalt Zaiden,NA,401,Jogeshwari West,NA,NA,N,NA,Unfurnished,2,NA,NA,NA,New Property,NA,Apartment,Mumbai,1,Builder,NA,Water Availability 24 Hours Available,F,NA,Sq-ft,Y,Bachelors/Family,"Jogeshwari West, Mumbai",1 BHK Flat,NA,0,NA,NA,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dec '28,NA,NA,NA,NA
12280,NA,NA,NA,N,NA,NA,NA,NA,Call for Price,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,Jogeshwari West,NA,Sq-ft,Y,NA,NA,NA,NA,NA,NA,Resale,NA,Apartment,Mumbai,1,Owner,NA,NA,F,250,NA,Y,Bachelors/Family,"Jogeshwari West, Mumbai",1 BHK Flat,Sq-ft,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
12279,NA,NA,NA,N,NA,NA,NA,NA,Call for Price,NA,NA,NA,NA,NA,NA,1550,NA,NA,NA,Jogeshwari West,NA,Sq-ft,Y,NA,NA,NA,NA,NA,NA,Resale,NA,Apartment,Mumbai,2,Owner,NA,NA,F,1550,NA,Y,Bachelors/Family,"Jogeshwari West, Mumbai",2 BHK Flat,Sq-ft,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
12278,Ready to Move,NA,3,N,NA,NA,NA,1650000,16.5 Lac,NA,NA,Monthly,NA,NA,Near Shelu station,495,NA,3333,NA,Bandivali,East Facing Property,Sq-ft,Y,NA,Unfurnished,1,1 Open,East,Garden/Park,Resale,3 of 3 Floor,Apartment,Mumbai,1,Owner,3,NA,F,495,NA,Y,Bachelors/Family,"Bandivali, Mumbai",1 BHK Flat,Sq-ft,0,NA,1,NA,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
12277,Under Construction,Dec '25,5,N,Roswalt Realty,MCGM,20,8500000,85 Lac,Vitrified,No/Rare Powercut,Monthly,2000,100000,"Oshiwara, Andheri West, Mumbai.",450,Roswalt Zaiden,18888,401,Oshiwara,NA,Sq-ft,Y,Freehold,Semi-Furnished,2,"1 Covered, 1 Open",South - East,"Garden/Park, Pool, Main Road",New Property,5 of 25 Floor,Apartment,Mumbai,1,Agent,25,Water Availability 24 Hours Available,F,450,Sq-ft,Y,Bachelors/Family,"Oshiwara, Mumbai",1 BHK Flat,Sq-ft,0,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
12276,Under Construction,Dec '28,21,Y,Roswalt Realty,MCGM,10,14000000,1.40 Cr,"Granite,Marbonite,Vitrified",No/Rare Powercut,Monthly,5000,100000,S.V.Road Jogeshwari west.,915,Roswalt Zaiden,15300,610,Jogeshwari West,NA,Sq-ft,Y,Freehold,Furnished,2,1 Covered,South -West,Main Road,New Property,21 of 38 Floor,Apartment,Mumbai,2,Agent,38,Water Availability 24 Hours Available,F,915,Sq-ft,Y,Bachelors/Family,"Jogeshwari West, Mumbai",2 BHK Flat,Sq-ft,0,NA,2,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
12275,Under Construction,Dec '26,23,Y,Paradigm Realty,NA,34,13300000,1.33 Cr,Marble,No/Rare Powercut,Monthly,8000,500000,"S.V. Road, Mrinal flyover, Metro and Railway station",750,Paradigm Antalya,17733,589,Oshiwara,East Facing Property,Sq-ft,Y,Co-operative Society,Unfurnished,2,1 Covered,East,Main Road,New Property,23 of 39 Floor,Apartment,Mumbai,2,Agent,39,Water Availability 24 Hours Available,F,750,Sq-ft,Y,Bachelors/Family,"Oshiwara, Mumbai",2 BHK Flat,Sq-ft,0,NA,NA,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
12274,Under Construction,Jun '26,8,Y,Roswalt Realty,MCGM,50,8550000,85.5 Lac,Vitrified,No/Rare Powercut,Monthly,1,500000,"it is close to Ram mandir ,Near S.V.Road,Jogeshwari West",601,Roswalt Zaiden,14226,401,Oshiwara,NA,Sq-ft,Y,Freehold,Unfurnished,1,1 Covered,East,"Garden/Park, Pool, Main Road",New Property,8 of 38 Floor,Apartment,Mumbai,1,Agent,38,Water Availability 24 Hours Available,F,601,Sq-ft,Y,Bachelors/Family,"Oshiwara, Mumbai",1 BHK Flat,Sq-ft,0,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
12273,Under Construction,Dec '26,8,Y,Roswalt Realty,MCGM,120,14200000,1.42 Cr,Vitrified,No/Rare Powercut,Monthly,1,500000,"It is close to Ram Mandir Road,Near S.v.Road,Jogeshwari West",875,Roswalt Zaiden,16228,675,Oshiwara,NA,Sq-ft,Y,Freehold,Unfurnished,2,1 Covered,East,"Garden/Park, Pool, Main Road",New Property,8 of 35 Floor,Apartment,Mumbai,2,Agent,35,Water Availability 24 Hours Available,F,875,Sq-ft,Y,Bachelors/Family,"Oshiwara, Mumbai",2 BHK Flat,Sq-ft,0,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
